ZIP Code,Your comment
49165,I believe this art is part of our history and should remain. Ther will always be the good the bad and the ugly here in America. We need to stop trying to erase history. 
40206,"The statue should be changed. Why we didn't eradicate every trace of the confederacy in the US as in Germany post WW2 was because we had to live peacefully amongst our former enemies after the war. If you study reconstruction you realize that the nation never arrived at a ""mission accomplished"" moment, instead the nation wanted to entirely put the war behind them and left many issues open ended. We are dealing with these same open ended issues that we've struggled with since the Declaration of Independence was signed. 

Specifically with Gen. Castleman, a thorough reading of history is required. Check out his memoirs: Active Duty (its online for free). I think we should work with the Filson Historical Society to design a new statue that does not feature the general. "
40206,"A statue that honors slavery, a core part of what the confederacy stood for, has no place in a compassionate community. The time has come to take it down.
Thank you for listening."
40218,There's no reason to glorify bigotry and hate. 
40217,"Merriam-Webster defines a momument as ""a lasting evidence, reminder, or example of someone or something notable or great; a distinguished person."" Monuments, by their very definition, are problematic when they exult a member of society from the past who did not represent the goals of American democracy and freedom. As an officer within the Confederate Army during the Civil War, John Breckinridge Castleman was on the wrong side of history. While history cannot (and SHOULD NOT) be re-written or erased, to celebrate these figures in monument form goes against the foundations of freedom and equality for all people that our country was founded on. Regardless of political affiliation, individuals who do not support the goals of a free society should not be raised above citizens, to be admired and praised. As a historian, I strongly reject the notion that individuals calling for the removal of such monuments are trying to re-write history. On the contrary, a quick glance at how post-WWII Germany handled its history teaches us much about how these moments of our history should be handled. Germany has not shirked away from its responsibility in the slaughter of millions of innocent individuals in the name or racism. Indeed, the monuments to innocents and the museums documenting the cruel and sick behaviors of Nazis reminds the nation and the world every day of what those on the wrong side of history are capable of. But you're sure as hell not going to see a statue of Hitler or Goebbels on the streets of Berlin. Rather than praising these men, they need to be put in context as enablers of racially-motivated violence. If anything, our society needs to be more educated, and that doesn't happen through these monuments. I would strongly urge Mayor Fischer and members of the Louisville Commission on Public Art to consider the implications of raising these individuals as notable or great in our history, and instead find other ways of giving context to their lives. I am at your service if my background as a historian can be of any help.

Kind regards,
Kathleen McWhirter
Schnitzelburg, Louisville, KY

"
40204,"We had 30 thousand from KY fight for the confederacy, 80 thousand fight for the union. After the war, 72 confederate monuments erected in KY and a mere 4 monuments for the union. Do you see the problem? Ihe not art.  Its white supremacy telling blacks that they are subhuman.  Take it down "
40214, It's been there for over a 100 years. Leave it alone. It's just part of our history. If you take it down then take down king louis downtown too. Hell change the name of the city too. 
40272,"In response to the removal of historic statues:

Dear Gov. Matt Bevin,

The monuments you disagree of taking down contradict your statement that hate from both sides are wrong and unacceptable. Those statues are founded upon a time in our history that was fueled by nothing less than the very hate you speak of. Today they are glorified trophies of the pain inflicted upon those very people who were forced to be here in that time period and to do what was told to them AND if they acted with any resistance they were beaten while bound, raped, demeaned in the public eye, harassed, and all too often killed for noncompliance.  

You speak of standing together when in reality there is no talk of how! Myself, as an educated white woman who is madly in love with my best friend who is black and more educated than I, could never imagine how these statues are such a symbolic need. I am ashamed of what my ancestors did to people with HATE in their hearts. I am hurt that the only difference between the oppressed and those who held the ""control"" was something so superficial as the color of one's skin. 

I refuse to allow ""white supremacist"" to have anyone in my family to walk around with fear in their hearts; this includes my bi-racial children who have exemplified nothing less than love for any soul they have encountered. They are innocent, they are beautiful and they pass no judgement. Maybe if we looked at the world on superficial things as if we were looking through the eyes of children it would be easier. 

In reference the the control of those ""in"" power... the words hate and prejudice do not need to flow from your mouth as your actions speak volumes in itself. 

Sincerely, 
Amanda K. Mills

****please remove the statues**** "
40299,"Leave public art (as you want to call it) alone. It's there for a reason. To learn from it and to not repeat mistakes from  the past. Most people who's upset about ""public art"" doesn't even know anything about what they're upset about. It's an excuse for those with nothing better to do, to wreak havoc under the disguise of free speech. "
40206,"The idea of moving items that are deemed offensive is better than doing nothing, but not much better. It seems to me that those items need to be destroyed or perhaps recycled into an art form that represents the inclusive city that we aspire to be.  Moving them isn't a solution, wherever there are displays that glorify the confederacy or the people who supported it, they will be offensive. "
40216,Leave art alone. Leave our history intact stop trying to change the past to appease the angry mob. You can't reflect on how far we have come as a nation of free people if you keep trying to hide the past. 
,Pent up political anger is fueling the protesting & demands to take down historical monuments. Should the confederate historical highway markers be removed & graves be exhumed in Cave Hill? Tone down the rhetoric and lead to quell mob mentality. Political correct has become a religion.
40026,"Louisville is named after Louis XVI

The Fleur de lis  is the personal symbol of Louis XVI   Louie was not just a slave owner, but he codified slavery in France and the French Colonies. One of the largest Grench Colonies was the French owned center on North America.  This area ultimately became part of the United States with the Louisiana Purchase. 

Most of Louisiana, Arkansas, Oklahoma, Missouri, Kansas and 9 other states were slave states because of Louisville's namesake. 

ShouldvLouisville be named Louisville, and using such a racist symbol to represent the city. "
40299,"Castleman by Cherokee Park should be removed, put in the Frazier museum and replaced with President Trump on the horse. Thank you for listening and considering this idea. I frequently visit the area with my big white dog Toby. It would put a smile on my face."
40220,Perhaps it's time for it to go
40206,Leave them all up.  Remove nothing.
40250,"NO CONFEDERATE STATUE'S, ART, OR ARTFACTS
ALLOWED. ..

KENTUCKY  CLEAN UP  YOUR RACIST PAST
AND STOP BEING THE BEDROCK OF WHITE
SUPREMACY....THE WORLD IS WATCHING YOU.
Do you know Kentucky ranks in the top ten racist states in the USA. .Do you know Kentucky breeds 
 white supremacist groups; again top ten..
NICE TO BE KNOWN FOR SOMETHING OTHER THEN THE KENTUCKY DERBY 😎"
40215,"What if, instead of removing monuments with links to slavery, we erected complementary monuments nearby (within sight of the old monuments, and of a similar size) that commemorate the victims of slavery specific either to the person being honored in the confederate statue, or to victims of unfair treatment specific to the location of the monument...or even a general memorial. Probably a more expensive option, but one that would honor a more complete view of history instead of just erasing it. The Mayor's Office could ask local minority groups to contribute ideas for specific monuments both at that location and at others around the city to even the story a bit."
42701,"KEEP them! They should remain in the public eye as a conversation price... art should not be defaced but it should provoke emotions. 

Stop trying to hide our history we are founded on."
40205,"Thank you for providing a forum to comment on the public art that represents bigotry, racism, anthe oppression of black persons and the exploitation of their bodies. I ask that the statues, specifically Castleman, representing these ideologies be removed from public spaces and placed in museums or other historical areas/buildings. "
40214,"Leave things alone. Once you start removing things that may offend someone where does it stop. These monuments, statues, art pieces are just objects. "
40206,"Great art always offends.  Study impressionism.  Study Stravinsky. Art should always be free to offend anyone, it's all right by the first amendment.  If I can tolerate Jesus Christ in a vat of urine that was called ""art"", you can tolerate a Confederate soldier or two.  "
42718,"Please do not follow the PC crowd by destroying any more symbols of our heritage.  I know that Ricky Jones is dancing in the streets, but let's not give him any more music to dance to.  These symbols have stood for many years without any problem, so why now?  We have become a country of lemmings with the minority telling the majority what to do. That's wrong.  All of these statues  are works of art.  In one short paragraph I cannot tell you how upset and sad that all of this destruction makes me."
40204,History is for museums. Monuments are to honor. We should not honor bigotry. 
40204,"I went to WDRB website tonight because they announced that the Mayor had a site set up for comments on Public art.  The ""Click here"" did not work on that WDRB website--""message Website not found""  I stumbled upon this.

There were hundreds of intelligent comments on Nextdoor Cherokee Triangle today and yesterday.  The mayor could get a very good evaluation of sentiment in the area on the controversy  of the Castleman monument, if he would join Nextdoor and review thesite, probably better than the forms to be filled out.  I personally am for keeping all monuments that represent history, regardless of whether you approved of the characters etc.  I am so enamored with some cities that I have visited where there is an abundance of beautiful pieces of art (statues) and fountains throughout it.  I was appalled by removal of the Confederate monument on  So. third.  I would hope that it will be replaced by some piece of art .   I do not believe in allowing a small group of radicals to dominate public opinion.  "
40223,The time to remove art that celebrates and glorifies the confederacy is now.   
40220,Leave history alone......too many other issues that need attention..
40219,"Please explain to me and everyone else why BLACK LIVES MATTER IS allowed to take my American heritage and destroy it? You are approving this and making it possible! What the hell am I supposed to tell my kids? Sorry we can't talk about the History of the United States because BLACK LIVES MATTER has decided to erase it all. This is extremely disrespectful to every soldier and their families who fought for this country and it's freedom. I am so embarrassed to call you the Mayor of Louisville.  
I mean let's get serious if you take these statues down and erase the civil war then slavery never happened either. Isn't this how it works?
Let it be and stop trying to people please! You are just complying with whatever Black Lives MATTER wants so they don't make a fuss and do more stuff. Well here is a lesson in life for you; Let people be mad, you will never please everyone all day everyday. You can not just erase history because some people are complaining.  They earned their right to complain because of the people in these statues! I could go on for days. You put an abundance of bike lanes in but don't fix the roads. You have allowed police districts to be over ran with officers who are exhausted and put in the line of danger daily.  Hire more police. Stand up to those who want to change the History of our country!
Will not vote for you if these statues come down!"
40213,"Confederate soldiers are veterans if we take down these statues we should take down and change anything else that could be offensive to anyone. Lincoln owned slaves rename the bridge, Mohamed Ali referred to serve his country change the name of the street back. Lewis Coleman was racist. Thomas Jefferson owned slaves yet we have a school named after him. The list goes on "
40299,"Stop editing history.  ""Those who do not learn history are doomed to repeat it"""
40165,"The mayor is taking the city down a slippery slope. I thought those who considered themselves ""open-minded"" were again book banning and suppression of ""art?"" Don't let the fascists rule!"
40208,"All statues/art about the confederacy should be removed and put into a historical museum, so people can learn about them there and they can't be vandalized. I personally don't want to see them day to day.  "
40299,"We have as a nation,have gone thru many difficult ,controversial and painful times but removing monuments erected to those times will not change a thing.If we begin that process we never know where it ends. I lived through the Vietnam era and served in that war,it was controversial,we had riots ,marches and even people died while protesting.will the day come when another politician decides that was a painful and dark day in America so let's remove all monuments related to that war. Thank you "
40203,"Monuments to ideals and values over which a civil war was waged to defeat have no place in publicly funded spaces. There is no liberty and justice for all in their continued dominating visual presence, no restoration of dignity to any whose history includes suffering under slavery and racism that the Civil War was required to end, and no honor to those who gave their lives so that all people in this country could be free AND equal. Failure to remove these memorials and exhaultations to the culture that extolled the virtues of exploiting an entire race of human beings for profit is inexcusable. Remove these monuments to hatred, or we will remove you from public service for your failure to act for the good of the people, ALL the people that you were elected to serve. 

Use these monuments to defeated warriors in a proper context to educate on the virtues AND perils of maintaining a society rich with the differences of our many cultures that come together under one nation, one which so many have given their lives to shape, preserve, and defend. Use these examples of our history to inform our future, as a means to recognize that we are all still enslaved, yet to corporate masters. Let this effort serve as an opportunity for our public art to reflect the importance and changing state of our lives, multiculture, and varied beliefs IN OUR TIME. 

Thank you. "
40205,"The few statues of the Confereracy that remain in the Metro Louisville area should be left as is. We also have the Ali Center that stands as a stark contrast and reminder of how far we have come and have to go. I only wish we had some monument in tribute to Sojourner Truth or the Underground Railroad.

In Wyoming, at Little Big Horn, stands a monument to Custer. Just north of it on the same battlefield is the beautiful monument erected as a tribute to Native Americans. The monuments are reminders of our flawed past and the future to which we should all strive to achieve; truth, justice, and peace."
,"If your going to take down one form of are, then take it all down. History is history and can't be changed.  All art is offensive to somebody.  What's next."
40203,"Leave the monuments alone,  it's all part of all of our history. Tearing them down, moving them doesn't change the past. But erasing the history of all of the citizens of Louisville will have long lasting impressions on future generations. This is our city,  and our history. Leave it where it stands!  This is a very slippery slope. And you can put the brakes on this madness here!"
40223,"Let's not forget that what is happening is sanitizing history.  What starts with removing statues of people important to the community can become removing reference to any people deemed inappropriate. Is this a proper course to pursue?
History gives us the ability to learn from mistakes and not repeat them.  Please don't start a fresh round of mistakes.   "
40229,"You cannot erase history.  Some are yelling that the white individuals depicted in these monuments owned slaves. What those individuals fail to also mention is that one of the first men to own slaves was in fact a black man. 

If we remove these monuments where does it stop? As someone online said:

""There is another site across town where the person being honored once said, ""A black man should be killed if he's messing with a white woman."" When the interviewer asked about black women crossing the color barrier, this person responded: ""Then she dies. Kill her, too.""   Any one want to guess who said that?   Look it up.  The greatest said it.  Mr. Ali.   And he has his own museum.   Should we close that down too?""

If we erase everything that offends someone we erase not only our history, but also our future. We erase everything and cease to exist. As a wise man once said..... Those that don't learn from history are doomed to repeat it. "
40059,"Suggest you start by eliminating the statue of king Louis and renaming the city as he was a tyrant many of whose subjects were no better than slaves. Then eliminate the statue of Thomas Jefferson and rename Jefferson county since he was not only a slave holder but seduced a slave into bearing his children. Finally eliminate the Muhammad Ali's statues and museum because honoring a draft dodger can be seen as  a stain on all veterans who answered the call.

Is the above enough proof of how stupid the whole effort is. Statues honor people's achievements or identify their place in our history. Shall we do like the Russians or others do and try to rewrite history to suit our current feelings? Statues are a form of art and should be placed in proper historical context; but  destroying them is no better than re-writing history.   

For example; being a child of WW2; I find Volkswagen a repugnant symbol of Nazi Germany; however I don't call for a ban on the vehicle or company nor would I protest a plant in Kentucky. One more example, I personally find Creation Park and the Ark a symbol of ignorance and bigotry; but I don't deny the right of those who believe to have a public expression of their beliefs(even though privately funded, the state spent several million dollars and tax breaks to assist the building of the 'statue/ark"") History is the past and can not be changed no matter how much we dislike or try to deny/hide  parts of it."
40206,"John B. Castleman.  Remove it. Remove any generals or ""confederate heroes.""   It's wrong to commemorate such things.  War isn't pretty or perfect, but there's a difference between a memorial with a list of names, a museum for education, and this garbage.    There are signs around the city of things like ""former slave pen""-- those are appropriate.  It's sad and sobering, but important.  But, statues of dead generals on horses who lost the war don't make any sense to teach and remember America's atrocities or the Civil War in general.  It's a fraud to think fondly on the civil war or on fighting for slavery as heroic.    "
40207,"As a life long Louisvillian and one who grew up passing this harmless statue, I am so disgusted with the rhetoric that is going on around the country as well as here in Louisville, Ky.  Colonel Castleman was not only a Confederate Colonel, but also served in the U.S. Army.  I've never looked at that statue and thought Confederate or Union.  I've always just seen him as a statue that is at one of the entrances of Cherokee Park and has been there for before I was born.  He is not wearing a Confederate uniform nor carrying a  Confederate flag.  He was a successful business man in Louisville at the turn of the century that donated land for a park and a philanthropist  Don't believe he owned slaves.  What's next erase Henery Clay from our states history?  Really?  History is very important.  It's a shame that schools don't do a very good job of teaching it any more.  The statue should stay exactly where it is!!"
40272,"Public art that seems to honor the confederacy have their place in history. If we take away our history, we are doomed to repeat it. However, history of negative events do not need to be in common areas, for every day view by our population. These statues need to be moved to museums or parks in designated spaces away from general walking paths/roads with markers telling the history of the statues."
40207,"I support the removal of all public displays of the Confederacy including statues, monuments, and the ""rebel flag"". It is important to me not to literally place a Confederate general or soldier on a pedestal to be immortalized. Louisville, and Kentucky, chose to remain in the United States and was instrumental to the US defeating the southern uprising. The Civil War was fought over slavery and those who chose the wrong side of history do not deserve statues. Please do not give them to other cities. Sell them to raise money for the Ali statue. "
40204,"If you want to have these statues and artwork that celebrate this terrible time in our history, put them in a museum where they can be a teachable moment and a cautionary tale. They do not need to be on our streets as a constant reminder to over half of our population that their ancestors were once little more than pigs and cattle and that celebrates a culture that is dead and gone. "
42701,"I appreciate your willingness and desire to receive feedback from community members.  I believe it's time to remove the monuments dedicated to our painful past so we no longer glorify these events.  As a proud Kentuckian and UofL graduate, I love the city of Louisville and hope we can show the rest of the country how to honor our history without displaying pieces symbolizing racism and slavery.  "
40165,Art is art that people create and imagine and dream about and A lot of art is history that everyone is trying to make it go away like it's a bad dream or wrong  in the way of race  
40242,"Mayor,

Please, let's not go down this rabbit hole. These memorials are mostly memorials to the dead of this war, not memorials of racist yesteryear.

 Let's educate our state about the many facets that caused this war, and Kentucky's unique position, somewhere in the middle. Where will this end? Will we remove Henry Watterson's name off of the expressway or elementary school? 

Lastly, just change the Castleman Statue plaque, expound on his service in the Louisville Legion and Park Commissioner Role. There is no need to take that statue down. He was a central figure to that neighborhood and is dressed in civilian garb. 

I think if you dig deep enough into any person's past you will find some sins and something offensive........I am just not sure where this ends. I wish I had more answers, I am in favor of spending money to commission new works that have a Unity Theme.

Ben"
40204,"The Castleman statue should stay.
The effort to rewrite his legacy and posthumously hang him for crimes he did not commit will scar this city."
42303,"You people can review all you want. As soon as the extremists get what they want taken down they will move on to other offending items. This craziness won't stop until the offenders are stopped.
"
40217,"Racism and white supremacy have no place in our community, but the John Breckinridge Castleman monument represents neither. I challenge anyone to show me a statue of a confederate officer who is not in uniform and unarmed. Never mind he retired as a general in the *US* Army. Please note that Castleman, the founder of the American Saddlebred Association, sits atop his favorite mare, Carolina in civilian clothes and unarmed.

Here is a LINK of all the civil war monuments in the state for comparison: https://en.wikipedia.org/wiki/List_of_American_Civil_War_monuments_in_Kentucky

Out of all the monuments there are only two ""confederate officers"" depicted. The John Hunt Morgan memorial went up first in 1911, two years before Castleman, and paid for The Daughters of the Confederacy. Note his confederate uniform and his holstered pistol.

https://en.wikipedia.org/wiki/John_Hunt_Morgan_Memorial#/media/File:John_Hunt_Morgan_memorial_-_Lexington,_Kentucky_-_DSC09084.JPG

Now look at Castleman, apparently paid for by family and attired in civilian clothes and unarmed.

https://en.wikipedia.org/wiki/John_B._Castleman_Monument

Should we tolerate hate? Absolutely not! Should we respect history. Absolutely we should!"
40205,"Take down the Castleman statue. Give it to a museum, let it be a part of history that way.  Public statues are those we look up to (literally and figuratively) not to those who fought against our county and openly pushed for segration"
40207,"Two things: 
1. Please be advised this is in no way a comment in defense of bigotry, racism, and/or slavery. Rather, this submission is an attempt to call attention to the artistry and motivations of the sculptors who created the Castleman statue, the Charlottesville statue, and other monuments all over the country. These sculptors had no political interest in their subject matter; they, like artists everywhere, were (and still are) dependent on commissions to earn a living. They were immigrants and New Yorkers (among others) who created equestrian works of unsurpassed skill. This submission is a plea for the preservation of these works in an appropriate venue where the public can appreciate their historic and artistic significance. One would think that in a city and state where horses are literally iconic it should be possible to relocate the Castleman statue, given its peculiar uniqueness in that the horse actually posed for its sculptor. 

2. My husband, Mr. Michel Samson, is an artist and a native of the Netherlands. He grew up in Holland in a family of artists and can bring a lifetime of expertise to the Louisville review of public art. He has experienced firsthand the horrors of the Nazis as a young child in Northern Europe and he is quite alarmed by the outrageously discriminatory events unfolding here in the US. Michel would very much like to help with the Commission's review in whatever way he can. Please contact him at mesamson@bellsouth.net or by phone at 897-3037. 

Thank you for reading,
Rebecca Samson
719 Fairhill Drive
Louisville, KY 40207

"
40216,"I think it's wrong to remove any statues, good or bad. The past is our history, some good some bad. I feel it will not stop at statues. Next will be presidents that owned slaves. Then our money, street names and parks, there's no end to this madness. There's a lot of things that offend me, but I deal with it. Everybody has their feelings hurt at sometime or another. You're just causing more havoc. Put a stop to all this craziness and hatred before it gets more out of control."
40206,"Time to tear down the monuments you speak of.  If they belong anywhere, it's in a museum in which they can be given proper context and pay proper respects to the victims of racism and oppression. "
47130,I don't understand why people can't put themselves in other people's shoes. Public art shouldn't make segments of society feel bad. The South lost. Slavery was bad and the people fighting for it were on the wrong side of history. Replace it with something that looks to a better future. When people lose wars they usually aren't rewarded with statues. It is not erasing history. We all know about Hitler but thank God we don't have to drive around looking at statues of him. 
40215,"If you start removing statutes and art, you need to remove all art and statues. Who has the right to say what is offensive to me and not to someone else, no one "
40245,I believe the confederate statues should be removed from town center areas. I do believe we should always have historical context and art exhibit is one of the best way to showcase this. The idea of relocating or donating them to historical societies or museum seems the best option. It should be narrated in a way that depicts the historical context in its entirety. The figure shouldn't be admired but recognized for The unpatriotic movements made. I feel that uplifting and truly positive historical statues should replace them. Something specific to our communities.
40272,"I would like to see these monuments removed. I fully understand the argument for chronicling history; however, these monuments do not exist as teaching points. These monuments exist to celebrate an ideology, a philosophy steeped in injustice, prejudice, bigotry and a full on assault of not only civil rights but basic human dignity. "
40272,"I think this is a very forward thinking move on the part of our city government.  Within the context of history, an art piece indicative of the time may have its value.  There is value in craftsmanship, technique, finishing, etc.  But even valuable art that is rooted in hatred and bigotry does not need to be displayed as if it were a representation of how our citizens feel today.  If we own this art as citizens of Louisville then we should collectively (democratically) decide its fate.  Maybe to be included in a retrospective of Louisville at a museum at some point in time."
40272," Attempting to erase our country's past will not repair our present or secure our future.  It's the past that reminds us how far we've come.  It shows us how strong the people can be.  If we erase our past, how will future generations know how to not make the same mistakes?  We must be reminded every day to be better. All this political correctness, and getting your feelings hurt, just doesn't make sense to me.  Sometimes you just have to move on. Lack of tolerance for someone else's opinion.  Lack of compassion for each other.  Lack of respect for different races and religions. Lack of accountability for your own actions.  We are just ""lacking"" as a country on every level.  If you want to make America Great Again, start being an example of a great American.  Show tolerance.  Have compassion where it is needed.  Respect other races and religions.  Be accountable for your own actions!  Our country was founded on basic principles. The most important one being, ""All Persons Are Created Equally."" Let's get back to the basics.  You can remove every statue in the state and it will NOT change a thing.  Change must start with each citizen.  "
40245,"the statue in question is not a confederate statue as you know. its honoring a man who obviously contributed alot to louisville outside of his stance in the civil war. many of the buildings and homes, old louisville etc. were built by confederates or confederate sympathizers. do we tear everything down that had some kind of connection to the confederacy? this is crazy, where will it end? i did not agree with the 3rd street statue being removed, but i unstand that one.what makes this generation better than the generation who put it there who may have lost a father, brother, or son fighting for a cause they believed in? if the civil war was only about slavery that would be different, but slavery was a very small part of it till the end of the war. although i think this is a forgone conclusion and your mind is already made up, i say leave it. the statue itself pays no omage to his confederate roots, only a louisvillian who came long before us in a very different time."
40242,"Please keep the statues.  
If there is dissent regarding their meaning or purpose it is more productive to discuss than to just run away.  "
40258,NO DO NOT TAKE MONUMENTS DOWN.....IF YOU TAKE THEM DOWN THEN TAKE DOWN ANY AND ALL THINGS IN REFERENCE TO MUHAMMAD ALI AND MARTIN LUTHER KING
40216,"IT'S HISTORY. Most of these are works have been here for years, moving, taking down is ridiculous. We're people not offended 10 yrs ago, 50 yrs ago. You going to remove Muhammad Ali center or anything to do with Martin Luther King going to rewrite history, NO! and no one I KNOW EXPECTS these things. This has to end somewhere. I'm personally tired of all the reverse discrimination. I and no one in my lifetime or my 85 yr old mothers lifetime owned a slave, non of my or my mothers black friends have ever been slaves. IT'S HISTORY.."
40204,"In the Castleman statue, Castleman is dressed in civies. After the Civil War, Castleman was an officer the US Army. The statute is there because of Casrleman's role in Louisville parks. The statue does not glorify the Confederacy, slavery, repression of anyone, white privilege, or the alt right. The statue is the symbol of the Cherokee Triangle, a progressive neighborhood. Please recommmend to Mayor Fischer that the statue remain in place. It's alright if the Commission wants to recommend the alteration of the historical markers at the intersection of Cherokee Road and Cherokee Parkway to explain the history of slavery on North America, the Civil War, civil rights legislation, and the continuing Civil Rights Movement."
40065,"The monuments should be displayed where people can enjoy them as apart of history not racist, that's how I view them so I think they should stay,but if there gonna move them then move them and all the statues to an open place where they can stand together, United and can be viewed together to show unity and maybe just maybe it'll represent a society coming together with equality and love for one another "
40217,"I believe we should relocate confederate sculptures to a museum, and replace them with new art that celebrates who we are as a city today, not who we once, mistakenly, were.

This will also serve as a show of empathy for, and solidarity with, groups whose ancestors were marginalized by the people these confederate monuments celebrated."
40272,"Leave the statues alone.... They are not ""honoring"" anything. If anything, spend the money on the review for proper history books in jcps schools! The confederates were not the only ""bad guys"" there were plenty from the union who were just as bad or even worse with their actions and owning of slaves. "
40291,I think that this is the time to support people of color in any way that we possibly can. I think the statues related to the celebration of confederate leaders have no place in our city.  We need to take significant action to help promote healing in our community and this is a great first step. 
,"I think when you begin to consider removing public art that can be interpreted to be honoring bigotry, racism, and or slavery you are traversing a slippery slope.  You must consider ALL public art and ALL races and heritages and all history. For example, the statue of Jefferson Davis by City Hall should be removed if you are considering pieces that honor slavery-he owned over 700 slaves and used children of slaves as slave labor in his businesses.  "
40203,I cannot believe our society has actually come to this! First it was removal of Ten Commandments from Courthouse laws because it offended somebody and they wanted to separation of church and state. Now all controversy over statues of symbols in the past. No white person living today ever owned a slave and no black person living today was ever a Slave. People want to move on in the present but how can that be done when everyone wants to live in the past! Next thing you know it will be removal of the American flag because it offends somebody let's get real about this people! Something somewhere is always going to offend somebody!!! If you want to get right down to it how about the Native American Indian after all if you look back on it they were the most pressed first Americans ever. You don't hear them having protests or counter-protest or riots or any of that yet they are stuck on a small piece of land where they are saying here you can live here and you have your own law Force you have your own economics and you have your own government when it was all Theirs to begin with if you want to get right down to the point
47130,"All kinds of art has a place for display.  Some of it speaks to a time when things happened that most modern people are ashamed of and sorry for.  There is a place for those pieces and it's in venues that speak to history, like museums.  It should not be displayed where it could possibly be assumed that the government (who represents everybody!) is in favor of what the art represents.  Not in front of government buildings, public libraries, universities, public parks, etc.  History does not need to be hidden or re-written but as humans evolve away from our violent past, public art must constantly be reviewed to see if it would be offensive.  Thank you.  "
40272,Thought Hitler was killed in the 1940's!!!!! What gives you the right to decide what art is?!!!!
40222,"I do not want our monuments removed, not because I am in favor of slavery, not because I am white, not because I am a bigot, but because it is a part of our collective history!   We are what we are because of our history, good, and bad.  It is art,  it our story,  it is part of Louisville. Don't  take them down, please!!!"
40218,"Remove every single Confederate statue -- or any statue that represents unpatriotic morals -- and put them in a museum.  We don't care if they're destroyed;  they were allegedly erected to demonstrate our history, but the American people have proved too irresponsible and too hateful to learn from the past and instead choose to emulate it.  Our marginalized citizens deserve to live in cities that respect them, and beside neighbors who respect them, rather than in a community that glorifies those who would have happily murdered them or who still desire to do so.  So, no, don't destroy them, but put them in a museum, in CONTEXT, beside the historical information that denounces racism rather than upholds it.  "
40212,"My comment is , are you also going to stop history in schools ,are you going to change the names on our streets , well you might has well burn the flag to ,do away with Martin Luther just as well as George Washington on the old mighty bill ,sorry to say ,you let news media start a war that is never ending ,until the end of all life , instead of stopping history DO AWAY WITH NEWS Media,"
40205,"While I find everything about the events in Charlottesville abhorrent, I wonder if we should take stock of facts and feelings before taking dramatic action that revises the landmarks and the history of our city.  I would instead take concrete action about how permits are granted for protests so that violence and intimidation are not permissible.  First action would be to ban any and all weapons in granting permits to assemble for demonstrations.  The police would then not have to worry about armed groups intimidating them into inaction. "
,History cannot be changed. These are simply beautiful works of art.  LEAVE THEM ALONE
40219,"Remove and replace. If it is private let it stay. If it is tax payer do what the tax payer wants

I am a tax payer and i say replace with something better to show our history and remeber the trials we came from and the progress we had made.... i say had because the racial profiling is absurd.

We can do something meaningful with these statues where they are not displayed in a manner that make certain citizens uncomfortable and add to the negative narritive of our sad history

We need to be reminded of history lest we repeat it but there has to be a way we can all meet in the middle.




"
40076,"No matter how hard you try, you cannot change history. To try to do so would be exactly what the communists and fascists always did. That is part of the history of the United States. Someone will always be offended. If you're going to take down art, which is a fundamental part of this country, then you have to take down all the pictures of Muhhamed Ali. Someone might be offended. They should take down all the statues/portraits of Secretariat, since someone might be offended about horse racing, something that it vital in Kentucky. Don't you see how ridiculous that is? History is not convenient. It's not always good or happy, but you can't pretend that it didn't happen. Those statues don't say that slavery was good. They serve as a reminder of what happened. If you don't know your history, you're going to make the same mistakes. You can't silence art. To try to do so is communism. If someone doesn't agree with you, silence them. If someone says something against your plans, silence them. That's not how this country works. History is history. Moving them to some park or some storage building won't make history any brighter than it was. You know some people don't even believe that the holocaust happened? That's what happens when people don't know their history. "
40291,"I am a retired US Army Veteran of 2 wars. While I am against the removal of the Castleman Statue (for which I will save comments for the public discussion) as I would be for ANY US Veteran memorial, I feel the need to point out all other Louisville Public Arts which too bear examples of links to bigotry, slavery, and discrimination.

For your perusal:

Daniel Boone statue (KY Slave Owner)

Anything Muhammed Ali related: outspoken anti-gay, anti-semitic, anti-interacial couples sentiments in his prime.

George D. Prentice Statue: Venomously Anti Immigrant. His Rhetoric led to the Bloody Monday Massacre.

WWII Memorial: (Japanese Internment Camps)

George Rogers Clark Statue: (Founder of Louisville, Known Slave Owner)

Lincoln Statue: (Freed the slaves, believed blacks and whites were not equals)

Castleman statue: (US Army General, Slave Owner, Served in the CSA)

My point is this, an argument based upon bigotry could be made against any of the above individuals, but we as humans must examine the whole of one's life. We must weigh the bad with the good. Yes, Castleman fought for the CSA. He was pardoned and swore allegiance to the United States as well as affirmed to support the anti-slavery legislation passed during the Civil War. Like the majority of white Americans at the time, Castleman supported segregation. He also did much for the city and he fought with distinction with the US Army in defense of Democracy. "
